country_old,threshold,area,extent_2000,extent_2010,gain_2000-2020,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,tree_cover_2000,carbon_stocks_2000,avg_carbon_stocks_2000,carbon_emissions_yr,carbon_removals_yr,net_flux_yr,emissions_2001,emissions_2002,emissions_2003,emissions_2004,emissions_2005,emissions_2006,emissions_2007,emissions_2008,emissions_2009,emissions_2010,emissions_2011,emissions_2012,emissions_2013,emissions_2014,emissions_2015,emissions_2016,emissions_2017,emissions_2018,emissions_2019,emissions_2020,emissions_2021,emissions_2022,emissions_2023,subnational1,iso,loss__year,tree_cover_loss,tree_cover_loss_from_fires,country
Solomon Islands,50,560882,542676,536833,1427,829,2081,1150,1847,2555,1609,2498,2699,1434,2133,2125,2986,2361,4233,5920,5115,5519,4818,3877,3776,3078,3415,2258,542676,86134452,159,2338090.0,1465599.0,872491.0,636260.0,1619639.0,880141.0,1441592.0,2017732.0,1275724.0,1924579.0,2141147.0,1111878.0,1640582.0,1583042.0,2281437.0,1814743.0,3356007.0,4769260.0,3937238.0,4297882.0,3917938.0,3132957.0,3062230.0,2456823.0,2680392.0,1796844.0,Western,,,,,Solomon Islands
Solomon Islands,75,560882,536826,528229,1427,825,2069,1145,1842,2549,1603,2492,2692,1430,2125,2113,2964,2328,4195,5849,5032,5470,4788,3846,3743,3047,3382,2236,536826,85692391,160,2328234.0,1438652.0,889582.0,634858.0,1614654.0,878224.0,1439393.0,2015108.0,1273736.0,1921905.0,2138086.0,1110234.0,1637616.0,1579939.0,2274288.0,1803897.0,3340511.0,4740385.0,3900527.0,4278550.0,3904052.0,3119315.0,3047489.0,2443755.0,2665549.0,1787323.0,Western,,,,,Solomon Islands
Somalia,30,1629342,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1173.0,-1173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Awdal,,,,,Somalia
Somalia,50,1629342,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1173.0,-1173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Awdal,,,,,Somalia
Somalia,75,1629342,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1173.0,-1173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Awdal,,,,,Somalia
Somalia,30,2571070,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bakool,,,,,Somalia
Somalia,50,2571070,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bakool,,,,,Somalia
Somalia,75,2571070,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bakool,,,,,Somalia
Somalia,30,21091,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Banaadir,,,,,Somalia
Somalia,50,21091,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Banaadir,,,,,Somalia
Somalia,75,21091,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Banaadir,,,,,Somalia
Somalia,30,6822188,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bari,,,,,Somalia
Somalia,50,6822188,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bari,,,,,Somalia
Somalia,75,6822188,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bari,,,,,Somalia
Somalia,30,4393794,96,89,254,30,2,3,4,1,0,2,10,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,96,3313,35,556.0,883.0,-328.0,5611.0,436.0,588.0,882.0,288.0,65.0,415.0,2086.0,752.0,779.0,0.0,739.0,17.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,22.0,Bay,,,,,Somalia
Somalia,50,4393794,10,4,254,4,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,585,57,124.0,798.0,-674.0,1278.0,90.0,110.0,175.0,22.0,22.0,125.0,340.0,311.0,151.0,0.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,Bay,,,,,Somalia
Somalia,75,4393794,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,86,2.0,793.0,-791.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,Bay,,,,,Somalia
Somalia,30,4950582,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,30.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Galguduud,,,,,Somalia
Somalia,50,4950582,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,30.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Galguduud,,,,,Somalia
Somalia,75,4950582,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,30.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Galguduud,,,,,Somalia
Somalia,30,4503578,14,108,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,455,32,313.0,2406.0,-2093.0,73.0,110.0,1.0,90.0,0.0,27.0,0.0,59.0,0.0,16.0,0.0,0.0,6.0,52.0,46.0,16.0,8.0,48.0,249.0,323.0,2157.0,1751.0,2164.0,Gedo,,,,,Somalia
Somalia,50,4503578,1,9,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,53,284.0,2374.0,-2090.0,22.0,27.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,52.0,46.0,16.0,8.0,48.0,9.0,245.0,2139.0,1728.0,2164.0,Gedo,,,,,Somalia
Somalia,75,4503578,0,0,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.0,2373.0,-2093.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,52.0,46.0,16.0,8.0,48.0,9.0,245.0,2118.0,1728.0,2164.0,Gedo,,,,,Somalia
Somalia,30,3410605,1,10,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,36,9.0,198.0,-189.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,61.0,Hiiraan,,,,,Somalia
Somalia,50,3410605,0,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,49,7.0,196.0,-188.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,61.0,Hiiraan,,,,,Somalia
Somalia,75,3410605,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,196.0,-189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,61.0,Hiiraan,,,,,Somalia
Somalia,30,1880482,10978,17791,937,149,124,72,90,154,51,158,51,81,64,89,48,120,58,37,61,146,16,302,83,91,54,36,10978,361594,33,21256.0,25316.0,-4060.0,38679.0,28204.0,19178.0,20983.0,30241.0,11343.0,33622.0,11966.0,21816.0,17647.0,23008.0,10944.0,25088.0,11766.0,7381.0,13065.0,32320.0,3705.0,62873.0,17422.0,21774.0,15275.0,10578.0,Jubbada Dhexe,,,,,Somalia
Somalia,50,1880482,3288,4695,937,72,45,40,34,23,20,42,22,50,39,48,23,48,18,11,19,65,7,132,26,25,20,9,3288,148249,45,11139.0,10004.0,1135.0,25400.0,14386.0,13314.0,10810.0,7019.0,5891.0,12486.0,6572.0,15803.0,12940.0,15011.0,6594.0,12650.0,4892.0,2973.0,5363.0,17599.0,1834.0,33105.0,7326.0,9962.0,8808.0,5450.0,Jubbada Dhexe,,,,,Somalia
Somalia,75,1880482,168,799,937,20,7,9,7,1,2,4,3,8,10,8,3,2,1,0,1,3,0,4,1,0,0,0,168,12855,76,2630.0,4024.0,-1394.0,12026.0,4069.0,4647.0,3700.0,972.0,1024.0,1898.0,1222.0,4327.0,5108.0,3675.0,1327.0,942.0,460.0,125.0,644.0,1500.0,39.0,1531.0,890.0,3880.0,3515.0,2968.0,Jubbada Dhexe,,,,,Somalia
Somalia,30,4772233,65311,109948,766,78,80,21,52,93,47,78,179,194,54,63,54,171,45,13,13,70,3,45,42,37,53,49,65311,1617291,25,14388.0,185321.0,-170933.0,16399.0,15504.0,3965.0,9454.0,16670.0,8773.0,14415.0,35570.0,39355.0,11638.0,13372.0,11890.0,34806.0,10233.0,2849.0,2901.0,14136.0,925.0,11715.0,12586.0,10803.0,16992.0,15974.0,Jubbada Hoose,,,,,Somalia
Somalia,50,4772233,10604,18053,766,28,34,7,12,19,15,29,72,88,31,29,12,41,11,5,3,19,0,11,4,2,1,1,10604,353469,33,4958.0,68699.0,-63741.0,8242.0,8355.0,1782.0,2809.0,4446.0,3570.0,6343.0,15104.0,18460.0,7244.0,6857.0,3022.0,10627.0,2536.0,1142.0,906.0,4552.0,61.0,3498.0,1431.0,926.0,1047.0,1085.0,Jubbada Hoose,,,,,Somalia
Somalia,75,4772233,893,3173,766,7,5,1,0,1,2,3,1,2,2,2,1,2,1,0,0,0,0,1,2,0,0,0,893,33056,37,841.0,49157.0,-48316.0,3411.0,2118.0,318.0,182.0,502.0,722.0,1070.0,577.0,855.0,636.0,1028.0,430.0,2539.0,548.0,85.0,60.0,318.0,0.0,878.0,1011.0,482.0,654.0,916.0,Jubbada Hoose,,,,,Somalia
Somalia,30,5840888,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mudug,,,,,Somalia
Somalia,50,5840888,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mudug,,,,,Somalia
Somalia,75,5840888,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mudug,,,,,Somalia
Somalia,30,2749103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nugaal,,,,,Somalia
Somalia,50,2749103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nugaal,,,,,Somalia
Somalia,75,2749103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nugaal,,,,,Somalia
Somalia,30,5387057,5953,5288,148,0,1,0,11,0,5,1,0,5,2,1,9,0,0,0,0,0,1,1,0,0,1,0,5953,276144,46,299.0,24856.0,-24557.0,33.0,64.0,68.0,1659.0,0.0,994.0,129.0,30.0,997.0,557.0,183.0,1486.0,0.0,0.0,0.0,0.0,0.0,222.0,233.0,29.0,0.0,136.0,58.0,Sanaag,,,,,Somalia
Somalia,50,5387057,754,1887,148,0,0,0,7,0,3,0,0,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,754,51226,68,170.0,3576.0,-3405.0,23.0,0.0,48.0,1146.0,0.0,784.0,12.0,0.0,546.0,273.0,90.0,954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,14.0,Sanaag,,,,,Somalia
Somalia,75,5387057,3,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,247,91,0.0,555.0,-555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sanaag,,,,,Somalia
Somalia,30,1849911,894,6849,114,19,10,2,4,11,10,12,3,7,4,12,69,10,13,0,2,5,2,3,11,5,0,1,894,22366,25,1693.0,2244.0,-551.0,3867.0,2508.0,299.0,731.0,2070.0,2256.0,2524.0,706.0,1450.0,844.0,2019.0,11092.0,1386.0,2116.0,17.0,278.0,793.0,395.0,408.0,1620.0,928.0,252.0,377.0,Shabeellaha Dhexe,,,,,Somalia
Somalia,50,1849911,177,1908,114,6,4,0,1,3,5,2,1,2,2,3,15,2,2,0,0,2,1,1,2,1,0,0,177,6596,37,647.0,823.0,-175.0,1728.0,1396.0,18.0,320.0,711.0,1486.0,653.0,362.0,623.0,399.0,644.0,3712.0,446.0,487.0,0.0,33.0,352.0,273.0,153.0,333.0,270.0,193.0,299.0,Shabeellaha Dhexe,,,,,Somalia
Somalia,75,1849911,4,3,114,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,179,51,76.0,466.0,-391.0,60.0,115.0,0.0,25.0,36.0,0.0,0.0,0.0,0.0,127.0,0.0,511.0,135.0,127.0,0.0,0.0,0.0,0.0,0.0,45.0,103.0,176.0,280.0,Shabeellaha Dhexe,,,,,Somalia
Somalia,30,2566709,3853,6349,401,64,33,7,53,12,6,19,7,17,12,20,12,14,7,16,11,83,21,23,17,36,17,18,3853,108550,28,5257.0,11046.0,-5789.0,15397.0,6753.0,1427.0,11476.0,3034.0,1337.0,3967.0,1270.0,3857.0,2974.0,4866.0,2371.0,2730.0,1042.0,3393.0,2363.0,19712.0,4704.0,5360.0,4068.0,9167.0,4376.0,5272.0,Shabeellaha Hoose,,,,,Somalia
Somalia,50,2566709,814,1241,401,35,15,3,22,6,3,7,2,8,6,11,4,4,1,5,4,36,7,11,7,14,7,7,814,34358,42,2896.0,3604.0,-708.0,10896.0,4012.0,748.0,6345.0,1898.0,769.0,1943.0,469.0,2377.0,1957.0,3195.0,971.0,1118.0,162.0,1396.0,1121.0,10518.0,2098.0,2985.0,1986.0,4348.0,2416.0,2880.0,Shabeellaha Hoose,,,,,Somalia
Somalia,75,2566709,22,147,401,7,1,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,22,1827,82,489.0,1633.0,-1144.0,3700.0,479.0,118.0,1046.0,663.0,109.0,110.0,86.0,282.0,510.0,338.0,136.0,102.0,29.0,167.0,151.0,903.0,129.0,230.0,14.0,270.0,619.0,1057.0,Shabeellaha Hoose,,,,,Somalia
Somalia,30,3803038,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sool,,,,,Somalia
Somalia,50,3803038,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sool,,,,,Somalia
Somalia,75,3803038,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sool,,,,,Somalia
Somalia,30,3410681,26,27,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,945,36,0.0,910.0,-910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Togdheer,,,,,Somalia
Somalia,50,3410681,1,4,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,65,0.0,840.0,-840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Togdheer,,,,,Somalia
Somalia,75,3410681,0,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,839.0,-839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Togdheer,,,,,Somalia
Somalia,30,2791498,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,80.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Woqooyi Galbeed,,,,,Somalia
Somalia,50,2791498,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,80.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Woqooyi Galbeed,,,,,Somalia
Somalia,75,2791498,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,80.0,-80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Woqooyi Galbeed,,,,,Somalia
South Africa,30,16890537,1638170,1452394,76947,5732,3222,6102,4773,6769,8243,3699,6240,8685,2971,8666,5513,8264,10655,7051,9709,15495,11854,14839,17935,12342,7665,7033,1638170,107749595,66,4728217.0,6156652.0,-1428435.0,2732514.0,1492611.0,3075055.0,2356908.0,3626142.0,4278863.0,1906293.0,3452820.0,5397965.0,1670242.0,5485746.0,3413577.0,4431739.0,5424966.0,4309989.0,5406699.0,7362903.0,6469811.0,7406747.0,10851248.0,8463171.0,4936078.0,4796912.0,Eastern Cape,,,,,South Africa
South Africa,50,16890537,874680,984836,76947,5086,2732,5205,3873,5808,7069,2973,5299,7651,2598,7446,4302,5325,6215,4800,6134,9716,7274,8882,11987,8040,4228,3866,874680,73306499,84,3900115.0,3810077.0,90038.0,2578678.0,1374581.0,2831324.0,2101525.0,3359971.0,3969138.0,1716088.0,3182740.0,5100744.0,1572422.0,5088280.0,2992010.0,3424024.0,4018068.0,3478621.0,4113094.0,5774539.0,4933504.0,5398759.0,8501095.0,6845761.0,3695268.0,3652403.0,Eastern Cape,,,,,South Africa
South Africa,75,16890537,249044,385210,76947,2854,1412,2773,1907,3238,4036,1678,2645,4489,1620,4359,2177,1631,1963,1759,1915,3398,2198,2612,3934,2451,1157,1090,249044,28914583,116,2196333.0,1655522.0,540811.0,1764766.0,892608.0,1803217.0,1253312.0,2225342.0,2749333.0,1163351.0,1943405.0,3577309.0,1186547.0,3565421.0,1896016.0,1525845.0,1865298.0,1726248.0,1941575.0,2987965.0,2326681.0,2184370.0,4003837.0,3747556.0,2025602.0,2160056.0,Eastern Cape,,,,,South Africa
South Africa,30,12982533,14083,12643,2619,559,84,172,167,125,68,166,115,87,54,80,130,81,123,7,79,54,35,132,85,40,16,31,14083,645144,46,46692.0,102274.0,-55582.0,178432.0,22724.0,64004.0,62286.0,40658.0,29871.0,48014.0,46028.0,30104.0,22441.0,35831.0,46982.0,37150.0,58015.0,5323.0,38106.0,27328.0,17340.0,93497.0,55616.0,32066.0,47245.0,34860.0,Free State,,,,,South Africa
South Africa,50,12982533,3598,1699,2619,306,34,101,111,60,39,43,56,37,28,36,48,20,18,1,18,17,8,39,16,3,4,7,3598,245030,68,25507.0,33261.0,-7754.0,125313.0,13235.0,46128.0,48135.0,26793.0,22600.0,18795.0,29583.0,18111.0,15261.0,21094.0,23878.0,13011.0,13374.0,2210.0,12747.0,12593.0,5032.0,34445.0,15041.0,11934.0,39095.0,18258.0,Free State,,,,,South Africa
South Africa,75,12982533,319,160,2619,42,8,35,39,22,11,2,5,7,4,6,6,0,0,0,0,0,0,1,0,0,0,0,319,32217,101,8218.0,17019.0,-8800.0,24624.0,4598.0,20566.0,20562.0,12052.0,8882.0,1069.0,3120.0,4073.0,2841.0,4706.0,4621.0,2676.0,3333.0,1898.0,3682.0,1696.0,550.0,4557.0,2484.0,9439.0,35504.0,11490.0,Free State,,,,,South Africa
South Africa,30,1817820,6383,7984,4806,35,55,58,83,44,89,175,15,48,33,43,111,129,121,46,140,73,26,102,50,33,41,15,6383,254112,40,36305.0,72504.0,-36199.0,8986.0,19442.0,21332.0,30692.0,12723.0,29603.0,65435.0,4444.0,20616.0,14177.0,21189.0,47036.0,65817.0,76242.0,35588.0,95885.0,50392.0,14131.0,64839.0,31869.0,36713.0,47222.0,20637.0,Gauteng,,,,,South Africa
South Africa,50,1817820,810,823,4806,10,28,30,40,11,27,74,4,23,23,24,39,31,25,10,25,9,3,20,8,4,5,1,810,58103,72,16048.0,29867.0,-13818.0,4281.0,12578.0,13926.0,19393.0,5390.0,13163.0,38277.0,1910.0,13404.0,11234.0,14466.0,24357.0,23392.0,27405.0,17184.0,33568.0,16629.0,3055.0,15977.0,7782.0,18127.0,22522.0,11093.0,Gauteng,,,,,South Africa
South Africa,75,1817820,17,1,4806,0,0,0,0,0,0,1,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,17,1664,98,4767.0,23420.0,-18652.0,138.0,323.0,562.0,581.0,193.0,497.0,1184.0,159.0,959.0,960.0,1690.0,3012.0,4750.0,10688.0,10369.0,16419.0,9138.0,1419.0,2281.0,1735.0,14520.0,18289.0,9786.0,Gauteng,,,,,South Africa
South Africa,30,9328306,2234042,2262170,114260,33723,18218,43096,30009,52563,46787,21312,27409,30843,21913,32149,39703,17637,26506,23726,29577,31998,22032,20389,17874,15310,12425,8803,2234042,145888380,65,18397279.0,12850345.0,5546934.0,16992470.0,9356281.0,24427527.0,15830616.0,34210559.0,29650540.0,11986305.0,18877899.0,21681744.0,16107599.0,22937111.0,29212553.0,11933780.0,18311707.0,17396485.0,21176559.0,23556696.0,17019174.0,15317585.0,13210417.0,13475393.0,11834238.0,8634168.0,KwaZulu-Natal,,,,,South Africa
