country_old,threshold,area,extent_2000,extent_2010,gain_2000-2020,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,tree_cover_2000,carbon_stocks_2000,avg_carbon_stocks_2000,carbon_emissions_yr,carbon_removals_yr,net_flux_yr,emissions_2001,emissions_2002,emissions_2003,emissions_2004,emissions_2005,emissions_2006,emissions_2007,emissions_2008,emissions_2009,emissions_2010,emissions_2011,emissions_2012,emissions_2013,emissions_2014,emissions_2015,emissions_2016,emissions_2017,emissions_2018,emissions_2019,emissions_2020,emissions_2021,emissions_2022,emissions_2023,subnational1,iso,loss__year,tree_cover_loss,tree_cover_loss_from_fires,country
Bangladesh,75,13938437,685584,606821,317862,3911,3124,1684,2998,2645,4985,2722,3120,3958,3107,3035,3908,3216,6445,6518,11094,15179,9823,12169,11775,9228,7166,9611,685584,74514085,109,3739988.0,15082068.0,-11342080.0,2037373.0,1617276.0,858005.0,1506999.0,1387523.0,2639355.0,1449598.0,1643907.0,2102642.0,1637154.0,1647374.0,2229562.0,1952557.0,3853107.0,4087737.0,6996473.0,9697955.0,6313218.0,7283221.0,7103692.0,6115904.0,4799059.0,7060035.0,,NER,2001.0,0.150195665,0.0,Bangladesh
Barbados,30,43466,5230,6351,377,12,11,3,8,10,4,32,14,13,17,18,117,5,2,2,14,16,23,54,22,17,5,6,5230,334758,64,6974.0,18838.0,-11864.0,3433.0,3344.0,871.0,2906.0,2655.0,1202.0,10827.0,4966.0,4172.0,5761.0,6982.0,47334.0,1909.0,704.0,903.0,4832.0,6085.0,8487.0,22805.0,7749.0,7407.0,1851.0,3216.0,,NZL,2001.0,50528.28239,1128.345802,Barbados
Barbados,50,43466,4619,4960,377,8,9,2,7,7,2,27,11,11,15,17,112,5,2,2,14,15,22,52,20,15,5,5,4619,310241,67,6606.0,16811.0,-10205.0,2692.0,2882.0,751.0,2716.0,2224.0,827.0,9764.0,4441.0,3701.0,5316.0,6747.0,46264.0,1803.0,583.0,865.0,4764.0,5989.0,8205.0,22424.0,7163.0,7045.0,1732.0,3050.0,,PAK,2001.0,217.7703951,69.84654125,Barbados
Barbados,75,43466,3593,3748,377,5,6,1,5,3,1,19,9,8,11,15,100,4,1,2,10,13,20,48,16,12,4,5,3593,256549,71,5806.0,13397.0,-7592.0,1946.0,2123.0,491.0,2208.0,1268.0,531.0,7825.0,3812.0,3023.0,4302.0,6104.0,42807.0,1590.0,313.0,844.0,3770.0,5021.0,7671.0,21245.0,5922.0,6312.0,1569.0,2832.0,,PAN,2001.0,18264.10741,508.4661028,Barbados
Belarus,30,20706912,9118586,9486572,963616,18359,25383,32119,38597,36192,42269,32657,35896,35543,35754,45367,39591,28085,33626,33899,90487,78767,87447,75049,68932,63479,64995,59232,9118586,435669246,48,17337918.0,64686603.0,-47348685.0,4985187.0,6914767.0,9208734.0,11491508.0,11088433.0,13127537.0,10293086.0,11585258.0,11834477.0,12175159.0,15927599.0,14114745.0,9995829.0,12176919.0,12202892.0,33272692.0,29531191.0,33351586.0,29047399.0,27646872.0,26147589.0,27181166.0,25471483.0,,PRI,2001.0,1252.362231,14.1289311,Belarus
Belarus,50,20706912,8384058,8482951,963616,17702,24310,31052,37532,35389,41383,32007,35319,34896,35298,44825,39066,27279,32760,32732,85982,75113,82879,72072,66645,61782,63187,57530,8384058,427106558,51,17064228.0,60308688.0,-43244460.0,4931947.0,6820787.0,9078859.0,11375299.0,10988346.0,13017070.0,10207304.0,11509736.0,11751866.0,12105887.0,15841675.0,14026802.0,9856736.0,12025960.0,12013251.0,32383450.0,28813340.0,32398748.0,28462903.0,27157843.0,25793229.0,26803426.0,25112786.0,,PRK,2001.0,11945.60949,5481.158605,Belarus
Belarus,75,20706912,5798099,5011439,963616,14886,19679,25050,31352,30202,35372,27728,31213,30958,31453,40085,34877,20188,25222,24910,60727,49635,48747,47587,46598,45265,47654,42016,5798099,329426777,57,13442957.0,43072366.0,-29629409.0,4404983.0,5936626.0,7777538.0,9996883.0,9773622.0,11566912.0,9138067.0,10467600.0,10715622.0,11043699.0,14492681.0,12803651.0,7644727.0,9639919.0,9575516.0,24162805.0,20175638.0,20280581.0,19878055.0,19872143.0,19655851.0,20991722.0,19193170.0,,PRT,2001.0,24405.37982,4291.380479,Belarus
Belgium,30,3070744,865426,890289,41687,971,2348,1890,4793,3028,6916,5985,7214,5176,10909,5016,5635,3315,4239,3420,4512,4137,4631,5577,5409,9143,4834,7579,865426,76114349,88,2733101.0,5685632.0,-2952531.0,420174.0,1088407.0,903236.0,2291398.0,1459417.0,3457450.0,3040424.0,3648953.0,2658490.0,5658663.0,2691300.0,3079312.0,1835244.0,2336124.0,1895850.0,2479217.0,2268041.0,2590214.0,3116499.0,3115872.0,5395504.0,2869692.0,4561850.0,,RWA,2001.0,1516.766321,1.691727825,Belgium
Belgium,50,3070744,778290,778429,41687,927,2310,1843,4678,2938,6802,5885,7093,5082,10743,4958,5583,3261,4160,3344,4359,3971,4446,5348,5224,8917,4652,7360,778290,72706113,93,2699613.0,5036551.0,-2336938.0,412933.0,1081207.0,894502.0,2267265.0,1440679.0,3431791.0,3017118.0,3619539.0,2635971.0,5618204.0,2676572.0,3065344.0,1820460.0,2313175.0,1873816.0,2433996.0,2221927.0,2536243.0,3046577.0,3056552.0,5324834.0,2811668.0,4490735.0,,SDN,2001.0,26.94295316,0.07558568,Belgium
Belgium,75,3070744,576914,553588,41687,733,2029,1630,4082,2541,6042,5323,6335,4585,9695,4635,5293,2999,3723,2908,3700,3368,3750,4400,4375,7750,3950,6314,576914,58762879,102,2444200.0,3629392.0,-1185191.0,351606.0,981670.0,820463.0,2056386.0,1292251.0,3131643.0,2796191.0,3321984.0,2435625.0,5184177.0,2540368.0,2942880.0,1710049.0,2126297.0,1683927.0,2148340.0,1959758.0,2221072.0,2610672.0,2657024.0,4774617.0,2483116.0,3986491.0,,SEN,2001.0,70.59427485,0.0,Belgium
Belize,30,2198946,1748276,1751344,18602,8212,13474,6844,4312,8104,4270,12264,8216,10264,9766,26386,11528,16373,16465,12271,20511,16366,11164,18373,26512,9290,8172,22561,1748276,155237624,89,6291664.0,4937821.0,1353843.0,3626173.0,6185804.0,3020957.0,1827038.0,3653774.0,1948239.0,5729314.0,3787920.0,4634492.0,4489871.0,12741696.0,5301071.0,7759190.0,7610331.0,5741647.0,10451600.0,8079147.0,5341946.0,8912408.0,13811766.0,4566433.0,4088331.0,11399115.0,,SRB,2001.0,2379.5834,164.4604079,Belize
Belize,50,2198946,1710654,1663792,18602,8120,13246,6766,4251,8028,4222,12142,8160,10206,9722,26288,11478,16287,16306,12158,20366,16036,10996,17956,26381,9159,8048,22285,1710654,154019886,90,6239667.0,4707605.0,1532062.0,3610095.0,6137662.0,3004585.0,1811785.0,3635203.0,1934499.0,5694076.0,3769848.0,4616141.0,4474679.0,12705666.0,5282552.0,7726996.0,7549013.0,5695653.0,10389194.0,7926391.0,5263275.0,8713528.0,13746557.0,4513312.0,4040083.0,11271543.0,,SSD,2001.0,4906.033993,38.71599202,Belize
Belize,75,2198946,1643083,1571956,18602,7841,12581,6491,4060,7699,4056,11621,7945,9957,9536,25928,11291,16011,15860,11857,19936,15029,10501,17109,25994,8815,7730,21587,1643083,151141000,92,6079343.0,4303417.0,1775925.0,3546258.0,5961597.0,2934682.0,1758545.0,3537993.0,1882856.0,5527572.0,3697249.0,4529381.0,4402569.0,12565997.0,5210110.0,7617703.0,7363148.0,5566779.0,10195151.0,7455646.0,5024206.0,8291872.0,13559372.0,4360244.0,3904579.0,10931368.0,,STP,2001.0,77.22190502,0.0,Belize
Benin,30,11542318,168568,435563,181408,3749,3480,3476,684,1591,1795,4660,482,4929,529,655,2865,1313,1358,598,2016,2238,1826,775,1606,1705,1674,2617,168568,9658732,57,833888.0,1840742.0,-1006854.0,1119344.0,970534.0,987160.0,180382.0,498533.0,503579.0,1466718.0,152420.0,1548714.0,166719.0,235621.0,1055309.0,499015.0,594997.0,268774.0,939051.0,953617.0,799480.0,338484.0,812186.0,1605104.0,1585262.0,1898428.0,,SXM,2001.0,1.318283677,0.439431891,Benin
Benin,50,11542318,9000,14047,181408,1882,924,805,115,249,318,844,81,803,99,95,522,29,23,8,59,37,18,6,16,15,15,20,9000,575225,64,286842.0,1296608.0,-1009765.0,647630.0,414852.0,314603.0,43145.0,95807.0,121003.0,325556.0,36048.0,309227.0,40683.0,48553.0,254920.0,78584.0,148882.0,59648.0,199739.0,142164.0,135838.0,53334.0,222589.0,975245.0,957539.0,971788.0,,SYC,2001.0,0.379574768,0.0,Benin
Benin,75,11542318,841,145,181408,304,114,110,6,26,19,76,5,88,4,3,37,1,1,0,0,0,0,0,0,0,0,0,841,74195,88,199507.0,1279663.0,-1080156.0,192945.0,176715.0,107091.0,7709.0,26426.0,18371.0,67714.0,7895.0,71337.0,5873.0,9560.0,54527.0,68451.0,140838.0,56388.0,171355.0,126337.0,128654.0,50555.0,216073.0,968404.0,951060.0,964384.0,,SYR,2001.0,267.2352947,53.28465386,Benin
Bermuda,30,6808,605,780,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,605,29373,49,88.0,3428.0,-3340.0,63.0,206.0,26.0,182.0,92.0,25.0,0.0,69.0,169.0,286.0,44.0,161.0,432.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,TKM,2001.0,46.21279329,4.178397935,Bermuda
Bermuda,50,6808,437,592,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,437,23617,54,81.0,2473.0,-2392.0,63.0,206.0,0.0,182.0,92.0,25.0,0.0,69.0,169.0,248.0,44.0,117.0,365.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,TLS,2001.0,677.4261599,43.3293014,Bermuda
Bermuda,75,6808,261,346,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,261,16127,62,67.0,1464.0,-1397.0,63.0,194.0,0.0,151.0,92.0,25.0,0.0,69.0,169.0,202.0,44.0,81.0,241.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,TTO,2001.0,1829.096035,71.82454004,Bermuda
Bhutan,30,3876296,2577235,2508703,28221,298,224,544,1013,770,623,508,775,1175,4354,1091,766,485,1229,747,1963,1972,1240,820,1288,1279,1248,1797,2577235,356932389,138,604627.0,1564237.0,-959610.0,157126.0,122484.0,262278.0,571904.0,438670.0,344557.0,284528.0,419362.0,655126.0,2295060.0,553959.0,414494.0,239243.0,666288.0,369694.0,1049682.0,957319.0,676746.0,427446.0,682622.0,669482.0,682584.0,965756.0,,UKR,2001.0,28826.3802,1253.868654,Bhutan
Bhutan,50,3876296,2366473,2116634,28221,276,206,472,921,706,563,468,717,1098,3857,958,691,406,1093,631,1689,1691,1028,697,1098,1049,1073,1537,2366473,337456606,143,555763.0,1205358.0,-649595.0,151541.0,118163.0,241703.0,541929.0,417846.0,326118.0,271276.0,402019.0,629791.0,2126341.0,510962.0,389736.0,212966.0,618556.0,330741.0,951214.0,866310.0,595315.0,384994.0,614601.0,585463.0,617263.0,877709.0,,UMI,2001.0,2.11971068,0.0,Bhutan
Bhutan,75,3876296,1664055,1447949,28221,210,164,270,628,508,406,320,523,844,2267,695,521,226,680,328,892,912,495,345,585,497,546,947,1664055,256407015,154,371258.0,344501.0,26756.0,124938.0,101271.0,154619.0,402854.0,329242.0,251333.0,201139.0,321493.0,510710.0,1374285.0,396157.0,313858.0,135846.0,426080.0,199631.0,569909.0,526036.0,321245.0,216223.0,373982.0,322374.0,362667.0,603032.0,,URY,2001.0,7647.452723,329.7433863,Bhutan
Bolivia,30,108339285,64521463,62714153,617222,140321,178808,163759,203251,250748,216315,189953,369851,225270,451759,330239,273544,179823,256901,166275,470601,463194,301856,852090,429780,558393,595996,696363,64521463,5427372428,84,159901858.0,177357760.0,-17455902.0,63470049.0,79888221.0,78095428.0,90534338.0,117731676.0,99952940.0,91724049.0,157472263.0,97871885.0,206676812.0,145300112.0,126652216.0,79926575.0,120646662.0,73359390.0,211431913.0,217755076.0,137488884.0,347429456.0,208210734.0,255862675.0,299927786.0,370333598.0,,VIR,2001.0,122.5133707,2.347505886,Bolivia
Bolivia,50,108339285,57489600,56624124,617222,133411,170042,158708,190346,238167,206660,184564,348141,212937,436578,316823,260861,164472,240758,152102,439062,433995,279213,793740,408102,524932,561236,668248,57489600,5265681157,92,154639767.0,147391823.0,7247944.0,62464532.0,78537444.0,77198216.0,88390931.0,115290329.0,97961971.0,90517770.0,152810914.0,95200687.0,202983437.0,141885339.0,123603836.0,76108320.0,116251877.0,69837096.0,202320490.0,209034598.0,130547610.0,330128033.0,201384767.0,246072348.0,288429423.0,359754672.0,,VNM,2001.0,47433.13018,738.9193086,Bolivia
Bolivia,75,108339285,47837880,49150578,617222,115352,146627,142577,160358,207697,177287,164276,272805,166381,371385,256410,227446,122487,190632,107499,313199,341836,199032,501372,345526,380944,463156,584053,47837880,4843085219,101,132056219.0,105941307.0,26114912.0,58393927.0,72981562.0,72988788.0,80833516.0,107251094.0,90114172.0,84757055.0,132649770.0,82960075.0,184637637.0,124602906.0,113343156.0,62656965.0,99710203.0,54762374.0,158940366.0,174713971.0,101394828.0,231736795.0,176868711.0,196810798.0,249132846.0,325051530.0,,VUT,2001.0,124.3332979,1.329722162,Bolivia
"Bonaire, Sint Eustatius and Saba",30,32366,2432,3737,270,3,2,16,0,1,7,1,1,1,2,9,3,4,2,0,0,0,0,2,10,0,0,0,2432,144844,60,346.0,8612.0,-8266.0,277.0,576.0,0.0,107.0,83.0,78.0,114.0,65.0,20.0,22.0,52.0,754.0,1184.0,336.0,0.0,0.0,0.0,166.0,579.0,3479.0,75.0,0.0,0.0,,ZMB,2001.0,30123.7271,75.71984941,"Bonaire, Saint Eustatius and Saba"
"Bonaire, Sint Eustatius and Saba",50,32366,1759,2052,270,3,2,16,0,1,7,1,1,1,2,9,3,3,1,0,0,0,0,2,10,0,0,0,1759,121408,69,319.0,6694.0,-6375.0,241.0,535.0,0.0,107.0,68.0,78.0,114.0,57.0,20.0,22.0,52.0,717.0,953.0,177.0,0.0,0.0,0.0,166.0,579.0,3455.0,0.0,0.0,0.0,,ZWE,2001.0,8205.934185,25.70660289,"Bonaire, Saint Eustatius and Saba"
"Bonaire, Sint Eustatius and Saba",75,32366,1269,1250,270,2,1,15,0,1,6,1,0,1,2,8,3,2,1,0,0,0,0,1,8,0,0,0,1269,97919,77,273.0,5296.0,-5023.0,154.0,368.0,0.0,107.0,68.0,58.0,114.0,33.0,20.0,22.0,52.0,592.0,584.0,81.0,0.0,0.0,0.0,166.0,519.0,3336.0,0.0,0.0,0.0,,ABW,2002.0,0.526107732,0.150316363,"Bonaire, Saint Eustatius and Saba"
Bosnia and Herzegovina,30,5106883,2657977,2579843,53276,1496,693,308,4122,574,536,2682,1552,1296,911,971,2434,2574,1790,581,2308,1339,2674,1232,1842,1019,2054,3947,2657977,216504396,81,781468.0,27682386.0,-26900918.0,496454.0,267085.0,116949.0,1611316.0,253974.0,236866.0,803633.0,627942.0,560880.0,439936.0,425540.0,955522.0,1047113.0,921109.0,295049.0,1266871.0,656354.0,1465731.0,710026.0,946223.0,564041.0,1074427.0,2230732.0,,AND,2002.0,1.255022224,0.056952716,Bosnia and Herzegovina
Bosnia and Herzegovina,50,5106883,2477204,2353158,53276,1418,622,281,3875,549,502,2293,1406,1221,873,915,2178,2397,1729,552,2213,1206,2504,1180,1735,942,1879,3668,2477204,210985662,85,757418.0,26138788.0,-25381370.0,486690.0,256749.0,113178.0,1567407.0,249351.0,230707.0,749472.0,601256.0,545195.0,431408.0,416525.0,913396.0,1008658.0,906475.0,288516.0,1244076.0,629933.0,1425858.0,694538.0,920592.0,546011.0,1036503.0,2158111.0,,ARG,2002.0,105001.8622,7442.039892,Bosnia and Herzegovina
Bosnia and Herzegovina,75,5106883,2054725,1684041,53276,1098,504,223,3112,461,419,1373,1003,954,727,734,1656,1917,1512,456,1917,977,2136,990,1442,772,1491,3038,2054725,187905838,91,659562.0,22172898.0,-21513336.0,423450.0,226639.0,99899.0,1358978.0,223781.0,204931.0,549732.0,487382.0,462965.0,380950.0,366833.0,765731.0,848046.0,823512.0,253243.0,1135220.0,553965.0,1290214.0,610947.0,815908.0,481078.0,897826.0,1908702.0,,ARM,2002.0,172.5385912,35.57348758,Bosnia and Herzegovina
Botswana,30,57788401,20328,4581,13303,131,23,9,51,49,40,34,26,41,30,21,16,14,16,0,1,1,3,0,2,1,2,2,20328,589048,29,4430.0,112290.0,-107860.0,24758.0,3894.0,1601.0,9080.0,8504.0,7499.0,6469.0,4953.0,8260.0,6686.0,4201.0,3224.0,3761.0,4009.0,50.0,211.0,314.0,681.0,18.0,440.0,560.0,1711.0,1009.0,,BEL,2002.0,2348.390596,59.77918097,Botswana
Botswana,50,57788401,1278,228,13303,29,1,1,2,1,3,4,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1278,67196,53,824.0,42626.0,-41803.0,9438.0,547.0,227.0,941.0,490.0,874.0,1358.0,971.0,578.0,313.0,104.0,180.0,383.0,368.0,50.0,31.0,29.0,51.0,0.0,79.0,278.0,1284.0,370.0,,BEN,2002.0,3480.187346,7.175379077,Botswana
Botswana,75,57788401,22,3,13303,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1964,89,241.0,38089.0,-37848.0,1553.0,326.0,74.0,298.0,199.0,75.0,287.0,10.0,121.0,63.0,50.0,16.0,268.0,178.0,50.0,31.0,29.0,0.0,0.0,35.0,278.0,1266.0,342.0,,BES,2002.0,2.106457457,0.0,Botswana
Brazil,30,850035650,519187508,498198382,8062336,2746362,3507049,3248527,3848771,3486563,2876805,2621820,2444308,1817901,2688896,1923364,2918633,1945506,2693134,2222772,5378844,4519833,2948462,2696749,3291392,2991909,3308930,2806058,519187508,55584039789,107,1638701594.0,1758190692.0,-119489098.0,1194228307.0,1624101190.0,1488845268.0,1887603880.0,1815445473.0,1459737101.0,1273474115.0,1237236226.0,929961410.0,1371876087.0,1011306897.0,1487905824.0,996822803.0,1442015315.0,1279708953.0,3237876508.0,2633355719.0,1814375336.0,1610956855.0,1903414740.0,1985684943.0,2202634113.0,1801569590.0,,BLR,2002.0,25383.4157,1371.844915,Brazil
Brazil,50,850035650,475688332,453286661,8062336,2511772,3259112,2971953,3554955,3271827,2644935,2370608,2211986,1608447,2411940,1720221,2579923,1712477,2368690,1955191,4980661,4188994,2688477,2466243,3026629,2713081,2997702,2448222,475688332,54308702850,114,1554057479.0,1520169403.0,33888077.0,1159278273.0,1584468600.0,1441276841.0,1832901052.0,1771033387.0,1409042171.0,1214850508.0,1179634411.0,876591582.0,1295253501.0,954506106.0,1389224077.0,925919066.0,1335557162.0,1187105341.0,3093979052.0,2505342997.0,1710091515.0,1508260580.0,1786335593.0,1872069179.0,2068993695.0,1641607338.0,,BLZ,2002.0,13473.73051,2518.019459,Brazil
Brazil,75,850035650,429233683,410398692,8062336,2094865,2819380,2533330,3103760,2895021,2310272,1984615,1902280,1348291,2036707,1453888,2109060,1408858,1922331,1591479,4397952,3632931,2308005,2129550,2604385,2325430,2572262,1998454,429233683,52422458779,122,1410338478.0,1263566841.0,146771637.0,1070236370.0,1483937458.0,1337141787.0,1717958782.0,1668474639.0,1314061755.0,1101660266.0,1083179486.0,794001484.0,1169604541.0,863542514.0,1227914318.0,816764727.0,1164908792.0,1040492481.0,2855189099.0,2262245150.0,1538306022.0,1346190313.0,1587095702.0,1698270546.0,1871714286.0,1424894475.0,,BMU,2002.0,0.717959402,0.0,Brazil
British Virgin Islands,30,16932,7464,7182,24,4,3,2,3,4,3,6,7,5,4,15,1,3,1,0,3,229,6,1,0,4,2,2,7464,552182,74,5636.0,26037.0,-20401.0,1601.0,1199.0,628.0,994.0,1464.0,1201.0,2431.0,2646.0,2291.0,1782.0,6470.0,401.0,932.0,168.0,0.0,1378.0,97283.0,2671.0,350.0,27.0,1730.0,907.0,1070.0,,BWA,2002.0,22.78899863,0.073335151,British Virgin Islands
British Virgin Islands,50,16932,6856,6447,24,4,3,2,3,4,2,6,7,5,4,15,1,2,0,0,3,228,6,1,0,4,2,2,6856,527416,77,5590.0,23803.0,-18213.0,1587.0,1199.0,628.0,980.0,1411.0,1043.0,2380.0,2610.0,2249.0,1747.0,6364.0,401.0,857.0,150.0,0.0,1378.0,96941.0,2652.0,350.0,27.0,1697.0,885.0,1033.0,,CAF,2002.0,34417.72161,349.6383671,British Virgin Islands
British Virgin Islands,75,16932,5853,5252,24,3,3,2,2,3,2,5,6,5,4,13,1,2,0,0,3,208,5,1,0,4,2,2,5853,474327,81,5222.0,20169.0,-14947.0,1432.0,1122.0,597.0,890.0,1336.0,819.0,2089.0,2476.0,2249.0,1726.0,5964.0,375.0,836.0,74.0,0.0,1378.0,90791.0,2293.0,269.0,27.0,1534.0,818.0,1006.0,,CAN,2002.0,2316887.665,1316753.789,British Virgin Islands
Brunei,30,577779,529339,528770,7532,1244,1089,799,1197,1278,1014,1565,1300,2169,967,2620,1837,888,2225,1761,2573,945,807,1169,1166,953,920,915,529339,79495011,150,828432.0,1186095.0,-357663.0,757790.0,664730.0,472687.0,714983.0,764121.0,613870.0,898607.0,862306.0,1295899.0,626605.0,1812585.0,1196379.0,556867.0,1328675.0,986934.0,1356265.0,618259.0,501600.0,649488.0,665224.0,592883.0,578630.0,538541.0,,COD,2002.0,514476.6882,4150.739093,Brunei Darussalam
Brunei,50,577779,523736,522184,7532,1229,1080,791,1189,1270,1003,1546,1291,2160,961,2609,1823,875,2166,1688,2475,919,783,1120,1121,936,901,890,523736,79215581,151,821123.0,1158736.0,-337613.0,754359.0,662864.0,470596.0,712993.0,761990.0,610965.0,893880.0,860238.0,1293354.0,625155.0,1808902.0,1192655.0,553050.0,1312341.0,966319.0,1327670.0,611152.0,494033.0,633349.0,650380.0,587565.0,572222.0,529801.0,,COG,2002.0,24310.14238,315.1394661,Brunei Darussalam
Brunei,75,577779,507844,507972,7532,1145,1025,749,1143,1201,957,1457,1238,2086,925,2553,1765,830,1978,1378,2080,839,709,939,966,875,841,821,507844,78222107,154,785646.0,1084638.0,-298992.0,729416.0,645283.0,455165.0,697930.0,739239.0,594245.0,866614.0,843534.0,1270075.0,612184.0,1788716.0,1170516.0,536593.0,1253734.0,851183.0,1191675.0,581469.0,467108.0,565890.0,594078.0,564681.0,547653.0,502873.0,,COL,2002.0,182229.1524,8258.484205,Brunei Darussalam
Bulgaria,30,11158731,4138948,3957412,106351,8202,4639,5199,8170,6567,5171,9557,6448,6100,3569,3332,9978,3693,6689,7293,7395,7688,9754,4125,4795,6684,4093,5653,4138948,250132563,60,2563617.0,39657489.0,-37093872.0,2099766.0,1278743.0,1698328.0,2747290.0,2396673.0,1848559.0,3331912.0,2449054.0,2360822.0,1475152.0,1388683.0,3952911.0,1566967.0,2964498.0,3317966.0,3501970.0,3435139.0,4692254.0,1998253.0,2294194.0,3274173.0,2049631.0,2840258.0,,CYM,2002.0,5.598244417,0.0,Bulgaria
Bulgaria,50,11158731,3858690,3539261,106351,7848,4458,5068,7980,6462,5037,9307,6264,6006,3528,3259,9769,3566,6487,7064,7102,7210,9342,3950,4549,6436,3850,5322,3858690,243266976,63,2515019.0,37243632.0,-34728614.0,2055259.0,1253285.0,1675831.0,2714665.0,2377565.0,1826504.0,3293111.0,2413622.0,2343045.0,1465993.0,1372119.0,3917064.0,1540905.0,2916364.0,3257709.0,3424698.0,3313801.0,4568491.0,1946401.0,2222938.0,3209815.0,1982712.0,2753533.0,,CYP,2002.0,31.74324402,5.010473122,Bulgaria
Bulgaria,75,11158731,3198279,2454202,106351,6579,3862,4516,7256,5973,4548,8322,5532,5562,3342,3019,9067,2989,5532,5986,6009,5817,7845,3280,3671,5446,2946,4138,3198279,214674682,67,2246318.0,31385125.0,-29138808.0,1828428.0,1132794.0,1536783.0,2528933.0,2242478.0,1695615.0,3054251.0,2206195.0,2213774.0,1408743.0,1293781.0,3714632.0,1352954.0,2581249.0,2852074.0,2999744.0,2796957.0,3951582.0,1671556.0,1868626.0,2815838.0,1624361.0,2293961.0,,CZE,2002.0,6766.437908,52.23241467,Bulgaria
Burkina Faso,30,27341711,132,2239,142766,59,4,2,9,17,5,3,5,5,7,15,0,0,0,0,0,0,0,0,0,0,0,0,132,6459,49,31196.0,653077.0,-621881.0,252746.0,146834.0,778.0,32916.0,23942.0,5988.0,8536.0,19817.0,4949.0,19008.0,8290.0,4492.0,7970.0,10097.0,3176.0,1435.0,2292.0,1079.0,980.0,7392.0,43572.0,51417.0,59799.0,,ECU,2002.0,29817.73772,2006.557403,Burkina Faso
Burkina Faso,50,27341711,6,70,142766,1,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,313,55,29766.0,653014.0,-623248.0,238053.0,145759.0,399.0,31034.0,19912.0,4926.0,7743.0,18490.0,3675.0,17090.0,4008.0,4378.0,7900.0,10097.0,3176.0,1435.0,2292.0,1079.0,980.0,7392.0,43572.0,51417.0,59799.0,,EGY,2002.0,48.81325058,8.336098984,Burkina Faso
Burkina Faso,75,27341711,0,0,142766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29693.0,653010.0,-623317.0,237895.0,145759.0,227.0,30652.0,19398.0,4654.0,7743.0,18490.0,3675.0,17090.0,3832.0,4378.0,7900.0,10097.0,3176.0,1435.0,2292.0,1079.0,980.0,7392.0,43572.0,51417.0,59799.0,,ERI,2002.0,0.0,0.0,Burkina Faso
Burundi,30,2693531,537674,553131,16374,1417,987,1325,614,985,344,1862,1999,883,1905,961,871,1406,2047,1458,1576,1775,2875,2386,1857,2272,1610,1952,537674,25043851,47,710774.0,2288666.0,-1577892.0,486973.0,312855.0,494911.0,204096.0,346853.0,118750.0,677900.0,707053.0,323708.0,749289.0,393605.0,335420.0,553924.0,875561.0,669391.0,756589.0,881760.0,1485998.0,1270637.0,1096364.0,1444177.0,995931.0,1166047.0,,FRA,2002.0,33888.39717,1917.373592,Burundi
Burundi,50,2693531,140709,142433,16374,886,493,825,303,478,167,964,943,415,1164,561,381,375,805,501,553,568,806,749,556,770,514,664,140709,10756777,76,348205.0,642731.0,-294526.0,372997.0,200035.0,368986.0,127903.0,212473.0,72528.0,422984.0,406685.0,189233.0,515054.0,256367.0,168967.0,175988.0,403251.0,282126.0,322455.0,369029.0,551760.0,508070.0,460142.0,693332.0,434086.0,494272.0,,GAB,2002.0,13851.84666,167.8661037,Burundi
Burundi,75,2693531,21997,6709,16374,144,54,153,46,72,24,136,103,70,157,92,42,31,45,27,43,38,71,57,38,39,37,35,21997,2703937,123,113060.0,193037.0,-79977.0,96044.0,36374.0,100885.0,30133.0,49006.0,16576.0,92711.0,73393.0,54296.0,109348.0,65688.0,33156.0,37245.0,69281.0,77428.0,97602.0,135138.0,229925.0,198780.0,230743.0,348889.0,215998.0,201734.0,,GBR,2002.0,20112.34996,2165.052919,Burundi
Cambodia,30,18135961,8809930,7641740,147334,28491,54862,56840,79251,64649,80507,77676,83499,121021,237882,192155,195569,190096,161797,132701,182418,118333,113205,143307,143488,144246,103843,120829,8809930,926260045,105,71944876.0,26520490.0,45424387.0,14347367.0,27529476.0,27791871.0,41080910.0,33997871.0,43812766.0,42099907.0,48515593.0,68195980.0,133966093.0,120985486.0,120062456.0,124327620.0,102594286.0,81364387.0,108020794.0,69476909.0,64990073.0,81009017.0,82170755.0,85176414.0,62026546.0,71189580.0,,GLP,2002.0,50.88541896,0.739384401,Cambodia
